writer_id,writer_name
7866,Gian Carlo Fusco
7867,John Godey
7868,John A. Russo
7869,George A. Romero
7870,Joan Brossa
7871,Vincenzo Musolino
7872,Carmelo Bene
7873,Artur Makarov
7874,Michael Luke
7875,Paul Roche
7876,Dario Argento
7877,Tonino Cervi
7878,Clas Engström
7879,Lionel Bart
7880,John Salmon
7881,Patrick Tilley
7882,Henri Viard
7883,Paul Williams
7884,Rajendra Krishan
7885,Nanni Loy
7886,George Plimpton
7887,Ugo Moretti
7888,Alan Williams
7889,Marco Leto
7890,Lotte Colin
7891,Marco Antonio Almazan
7892,Frank M. Robinson
7893,Stephen Geller
7894,Monique Lange
7895,John L. Greene
7896,Leslie P. Davies
7897,E. Hunter Willett
7898,Betty Ulius
7899,Hans Billian
7900,Eija-Elina Bergholm
7901,Timo Bergholm
7902,Margaret Laurence
7903,John Carrick
7904,Eugen Barbu
7905,Dinu Cocea
7906,Horia Patrascu
7907,Franco Bucceri
7908,Fernando Morandi
7909,Ralph C. Bluemke
7910,Philippe Hériat
7911,Claude Rank
7912,Vladimír Kalina
7913,Jan Libora
7914,Arrigo Colombo
7915,Enrico Colombo
7916,Saxo Grammaticus
7917,Ryusei Hasegawa
7918,Donald Wolfe
7919,Rosalind Ross
7920,Sayat Nova
7921,Sergei Parajanov
7922,Rudolf Noelte
7923,Pete Walker
7924,Dino Buzzati
7925,Luigi De Santis
7926,Moura Budberg
7927,Gerald Vaughan-Hughes
7928,Marco Denevi
7929,Mario Lanfranchi
7930,Jane Arden
7931,William D. Gordon
7932,Walter Patriarca
7933,Diana Paschal
7934,Fred M. Sandy
7935,Kang Cheng
7936,Gerald Sanford
7937,Matt Cimber
7938,Herb Robins
7939,Doran William Cannon
7940,Joseph Mangine
7941,David Karp
7942,Ladislav Fuks
7943,Robert Sabaroff
7944,Günter Karl
7945,Melvin Van Peebles
7946,Bernard Toms
7947,Donald S. Sanford
7948,Herman Raucher
7949,Tom Mankiewicz
7950,William Murray
7951,John Cheever
7952,Peter Bogdanovich
7953,Polly Platt
7954,Stephen Lord
7955,Ivan Della Mea
7956,Richard Ogilvie
7957,Enrique Torres Tudela
7958,Violette Leduc
7959,Antonio Isasi-Isasmendi
7960,Lluís Josep Comerón
7961,Berla L. Moke
7962,Stephen Yafa
7963,Christa Stern
7964,Lorenzo Ricciardi
7965,David Cammell
7966,Raoul Ruiz
7967,Alejandro Sieveking
7968,Geoffrey Jenkins
7969,Edvin Laine
7970,Annelise Meineche
7971,John Hilbard
7972,Johan Daisne
7973,Tony Anthony
7974,Roberto Infascelli
7975,Ruby Dee
7976,Viktoriya Tokareva
7977,Balázs Farkas
7978,István Kállai
7979,Claude Berri
7980,Robert Rudelson
7981,Henry Ney
7982,Josip Lesic
7983,Vincent McHugh
7984,Tedd Pierce
7985,Betzi Manoogian
7986,Martin Scorsese
7987,Danuta Scibor-Rylska
7988,Max House
7989,Gwen Bagni
7990,Paul Dubov
7991,Seiji Maruyama
7992,Lee Minoff
7993,John Lennon
7994,Edvard Radzinsky
7995,Bob Carroll Jr.
7996,Madelyn Davis
7997,Kinya Naoi
7998,Lucienne Hamon
7999,Jirí Menzel
8000,Josef Skvorecký
8001,David Sherwin
8002,Mariano Ozores
8003,Kurt Vogelmann
8004,Jerome Epstein
8005,Norman Lindsay
8006,Sakae Hirosawa
8007,Arlo Guthrie
8008,Venable Herndon
8009,Peter Fernandez
8010,Zivojin Pavlovic
8011,Paolo Bianchini
8012,Puccio Pucci
8013,Piero Badalassi
8014,Johan Falkberget
8015,Júlio Bressane
8016,John Hale
8017,Hal Dresner
8018,Michel Bataille
8019,Abderrahman Charkawi
8020,Hassan Fuad
8021,James E. McLarty
8022,George E. Carey
8023,Jean-Pierre Beaurenaut
8024,Giuseppe Fiori
8025,Andrew Sinclair
8026,Frederick L. Keefe
8027,Badrinath
8028,Balaichand Mukherjee
8029,William Douglas Lansford
8030,Ratko Djurovic
8031,Harald Philipp
8032,William Edgar
8033,Jarl Kulle
8034,Fritiof Nilsson Piraten
8035,Carlos Martínez-Barbeito
8036,Pedro Olea
8037,Charles M. Schulz
8038,Walter Lima Jr.
8039,Richard Yates
8040,Barney Platts-Mills
8041,Pierre Barillet
8042,Michael DeForrest
8043,F.S. Gilbert
8044,Franz-André Burguet
8045,William Eastlake
8046,Dacia Maraini
8047,Miguel Littin
8048,Alain Tanner
8049,Sonny Bono
8050,Tom McGowan
8051,Jean-Loup Dabadie
8052,Max Pécas
8053,Michèle Ressi
8054,D.F. Jones
8055,Piet Legay
8056,Javier Tusell Gómez
8057,Aaron Ruben
8058,Milton Moses Ginsberg
8059,Jerzy Janicki
8060,Leon Jeannot
8061,Peter Berg
8062,Roberto Irigoyen
8063,Vil Lipatov
8064,Irina Mazuruk
8065,Joseph Harrington
8066,Walter Brough
8067,Larry Gordon
8068,Willard Huyck
8069,Bitto Albertini
8070,Tonino Ricci
8071,Anthony Steffen
8072,Chandrakant Kakodkar
8073,William Edwards
8074,Wei Lo
8075,Harry Mark Petrakis
8076,Giovanni Addessi
8077,Peter Fonda
8078,Dennis Hopper
8079,Bill Travers
8080,Nicole de Buron
8081,Gérard Pirès
8082,Marc Richards
8083,Raphael Nussbaum
8084,Jale Lockwood
8085,Claude Makovski
8086,Luisa Montagnana
8087,Chi-Shang Lu
8088,Manfred Barthel
8089,Dick Miller
8090,Paul Harrison
8091,Jean-Pierre Desagnat
8092,Dariush Mehrjui
8093,Gholam-Hossein Saedi
8094,Abram S. Ginnes
8095,Abe Polsky
8096,Gil Lasky
8097,Masud Kimiai
8098,Hal Sherwood
8099,Nicholas Gosling
8100,Peter Watkins
8101,Dennis Shryack
8102,Philip Roth
8103,Ottavio Jemma
8104,Kei Tasaka
8105,Alain-Fournier
8106,Jean-Gabriel Albicocco
8107,William Hanley
8108,James Drought
8109,David Manber
8110,John Weston
8111,Tom Wright
8112,Johanna Sibelius
8113,Barbara Anders
8114,Don Tait
8115,Tom Stern
8116,Michael Stewart
8117,Marlena Frick
8118,Hisakichi Ishimoto
8119,Victor Borg
8120,Øyvind Vennerød
8121,Leonard Kastle
8122,Michael Armstrong
8123,Gerry Levy
8124,Werner Jacobs
8125,Robert Kramer
8126,Warren Lewis
8127,Howard B. Kreitsek
8128,Luciano Lucignani
8129,Giorgio Mariuzzo
8130,Jorge Luis Borges
8131,Adolfo Bioy Casares
8132,István Örkény
8133,Troy Kennedy-Martin
8134,Martin Sperr
8135,Peter Fleischmann
8136,André G. Brunelin
8137,George Bloomfield
8138,Diana Gould
8139,Mervyn Jones
8140,Ivan Sibl
8141,Antun Vrdoljak
8142,Kobi Jaeger
8143,George Wilson
8144,Rainer Werner Fassbinder
8145,Barry Hines
8146,Oskar Luts
8147,Kaljo Kiisk
8148,Václav Kaplický
8149,Jella Lepman
8150,Carlo Gozzi
8151,Vadim Korostylyov
8152,Cliff Gould
8153,Kinji Fukasaku
8154,Hirô Matsuda
8155,Jeffrey Ashford
8156,Michael Kehlmann
8157,Edward Bond
8158,Gordon Parks
8159,Genevieve Young
8160,Stefano Rolla
8161,Romano Maschini
8162,Nat Hiken
8163,Julio García Espinosa
8164,Nelson Rodríguez
8165,Joaquim Pedro de Andrade
8166,Mário de Andrade
8167,Geraldine Chaplin
8168,Jean Giraudoux
8169,Maurice Valency
8170,Ronnie Friedland
8171,George T. Norris
8172,Leopold von Sacher-Masoch
8173,Fabio Massimo
8174,Valdemar Holst
8175,Jens Ravn
8176,Martin Caidin
8177,Michel Arnold
8178,A. Martin Zweiback
8179,Haskell Wexler
8180,Volker Schlöndorff
8181,Ronald Austin
8182,Jean Hewitt
8183,Rezo Kveselava
8184,Giampiero Bona
8185,Myron J. Gold
8186,Keith Laumer
8187,Filip De Pillecyn
8188,Gavin Lyall
8189,Barbet Schroeder
8190,George Schenck
8191,Eric Malpass
8192,Joyce Perry
8193,Chadi Abdel Salam
8194,Brian Comport
8195,Maisie Mosco
8196,Joanna Crawford
8197,Jean George
8198,Valeria Bonamano
8199,Hisashi Inoue
8200,Bruce D. Clark
8201,Marc Siegler
8202,Joy N. Houck Jr.
8203,Robert A. Weaver
8204,Robert Phippeny
8205,Pim de la Parra
8206,Charles Chilton
8207,Ted Allan
8208,Simon Raven
8209,Mikhail Melkumov
8210,Dragan Ivkov
8211,Djordje Lebovic
8212,Pierre Corneille
8213,Yôji Yamada
8214,Azuma Morisaki
8215,Stanley Niss
8216,Sam Rosen
8217,Wes Herschensohn
8218,Erlom Akhvlediani
8219,Giorgi Shengelaia
8220,Vesa-Matti Loiri
8221,Janusz Glowacki
8222,Muriel Spark
8223,Fabrizio Gianni
8224,Robert Downey Sr.
8225,Cecil Day-Lewis
8226,Zelimir Zilnik
8227,Sterling North
8228,Patrick Hall
8229,Narciso Ibáñez Serrador
8230,Juan Tébar
8231,Jack Couffer
8232,Frank Elli
8233,Claude Mulot
8234,Jean Larriaga
8235,Santiago Moncada
8236,David Rook
8237,Richard Compton
8238,Stanislawa Drzewiecka
8239,Hieronim Przybyl
8240,Jesús Sotomayor Martínez
8241,Greydon Clark
8242,Russ Tamblyn
8243,Petronius
8244,John Peacock
8245,Christopher Wicking
8246,Peter Saxon
8247,Sergio Bazzini
8248,Kazuo Fukazawa
8249,Hiroyuki Kumai
8250,Mario Siciliano
8251,Paul Hendriks
8252,Manfred Purzer
8253,John O. Killens
8254,Francis Girod
8255,Pierre Grimblat
8256,Petar Krelja
8257,Ante Peterlic
8258,Paul St. Pierre
8259,Zdenek Sirový
8260,Eva Kanturková
8261,Liz Charles-Williams
8262,Donovan Winter
8263,Masaki Tsuji
8264,David Cronenberg
8265,John Nichols
8266,Krzysztof Zanussi
8267,Edward Zebrowski
8268,David Whitaker
8269,Vratislav Blazek
8270,Mickey Rose
8271,O.P. Ralhan
8272,Ehsan Rizvi
8273,János Ujhelyi
8274,Brian Carton
8275,Harry Lawton
8276,Margaret Drabble
8277,Robert Vincent Wright
8278,Andrea Newman
8279,Pier Giovanni Anchisi
8280,Eddie Lateste
8281,Arnold Peyser
8282,Lois Peyser
8283,Charles Portis
8284,Claude Pinoteau
8285,Iván Zulueta
8286,Jaime Chávarri
8287,Aldo Francia
8288,José Román
8289,John Dunning
8290,Louis Gauthier
8291,Meng-Hua Ho
8292,Daniel Cohn-Bendit
8293,Eduard Bornhöhe
8294,Arvo Valton
8295,Leslie Thomas
8296,Jim Lehrer
8297,Giorgio Salvioni
8298,Georg Korkman
8299,Karol Sidon
8300,Hans Koningsberger
8301,Cynthia Munroe
8302,Theodore Apstein
8303,Rafe Newhouse
8304,José Ramón Larraz
8305,Sam Lomberg
8306,Walon Green
8307,William O. Brown
8308,Guillermo Cabrera Infante
8309,Kazuo 'Gaira' Komizu
8310,Vasilis Vasilikos
8311,Josef Nesvadba
8312,Zdenek Bláha
8313,Jaromil Jires
8314,Michael Cort
8315,Alistair McKenzie
8316,Jacky Glass
8317,Václav Vorlícek
8318,Janusz Nasfeter
8319,Teresa Nasfeter
8320,Stephen Karpf
8321,Elinor Karpf
8322,Lowell Barrington
8323,Michael Hastings
8324,Ali Nassirian
8325,David Turner
8326,Christian de Chalonge
8327,Gérard Blain
8328,André Debaecque
8329,Theodoros Angelopoulos
8330,Stratis Karras
8331,Bill Gunn
8332,Ronald Ribman
8333,Jeffrey Alan Fiskin
8334,Lee Madden
8335,Richard Bakalyan
8336,Enrico Maria Salerno
8337,Sachin Bhowmick
8338,Sunil Gangopadhyay
8339,Vance Gerry
8340,Curtis Hanson
8341,Florentino Soria
8342,Lise London
8343,Artur London
8344,John Crawford
8345,Edmund Penney
8346,William Marks
8347,Rodney Carr-Smith
8348,Anthony Friedman
8349,Beverly Miller
8350,Eddie Romero
8351,Mikhail A. Bulgakov
8352,George P. Cosmatos
8353,Mario Costa
8354,Mort Abrahams
8355,Rosa von Praunheim
8356,Roger Ebert
8357,Laurence Merrick
8358,Peter Carpenter
8359,Tony Crechales
8360,John Borske
8361,Martin Roth
8362,Mart Crowley
8363,Henri Charrière
8364,Ricardo Muñoz Suay
8365,Bernardino Zapponi
8366,José Luis Jerez Aloza
8367,Italo Moscati
8368,Pip Baker
8369,Jane Baker
8370,Yuli Karasik
8371,Christine Jorgensen
8372,Roger Pigaut
8373,Joseph L. McEveety
8374,Erich Kröhnke
8375,Steven W. Carabatsos
8376,Silvano Ambrogi
8377,Murray Smith
8378,Chester Himes
8379,Jeremy Paul
8380,Alexander Paal
8381,Giorgio Scerbanenco
8382,Osamu Tezuka
8383,Shigemi Satoyoshi
8384,Jean-Marie Poiré
8385,Olaf Pooley
8386,Sean MacGregor
8387,Harold Roberts
8388,Tim Kelly
8389,Nenad Brixi
8390,Ben Feleo
8391,Bill Brame
8392,Heere Heeresma
8393,Harry Kerwin
8394,Claude Fournier
8395,Marie-José Raymond
8396,Sue Kaufman
8397,Piero Vivarelli
8398,William Arrowsmith
8399,David Markson
8400,Bethel Buckalew
8401,Pasquale Squitieri
8402,Vatroslav Mimica
8403,Massimo Dallamano
8404,Mato Lovrak
8405,Vladimir Tadej
8406,Henry Rosenbaum
8407,Jerzy Gruza
8408,Krzysztof Teodor Toeplitz
8409,Gordon Sheppard
8410,John Barth
8411,Dennis McGuire
8412,Sergio Bergonzelli
8413,Joe Orton
8414,John Gould
8415,Maximilian Schell
8416,Milton Shulman
8417,Jack Pulman
8418,Robert Shaw
8419,Barry England
8420,Robert Dix
8421,Thomas Casey
8422,John Bingham
8423,Bert Batt
8424,Anthony Nelson Keys
8425,Monique Natan
8426,Malcolm Leigh
8427,Hugh Atkinson
8428,Erich Segal
8429,George Armitage
8430,Luigi Cozzi
8431,Karl-Heinz Hummel
8432,William Fruet
8433,Jenni Hall
8434,Edmund Ward
8435,Omar Aramayo
8436,Juan Cuadros
8437,Eugene Price
8438,Finn Karlsson
8439,Miklós Herczenik
8440,András Polgár
8441,Shozo Matsuda
8442,John Herman Shaner
8443,Al Ramrus
8444,Ali Hatami
8445,Anthony Spinner
8446,Jerry Evans
8447,Raoul Coutard
8448,Françoise Lorrain
8449,Serge Korber
8450,S.S. Schweitzer
8451,Stanley Colbert
8452,Jeremy Burnham
8453,Sue McNair
8454,Sam Hall
8455,Gordon Russell
8456,Madison Jones
8457,Erwin C. Dietrich
8458,Demofilo Fidani
8459,Franco Mannocchi
8460,Norman Wexler
8461,Hans W. Geissendörfer
8462,Robert Furnival
8463,Gulshan Nanda
8464,Rod Peterson
8465,Tadeusz Borowski
8466,Andrzej Brzozowski
8467,Noel Behn
8468,Bengt Anderberg
8469,Inge Ivarson
8470,Roy Andersson
8471,Jen Liang
8472,Kristin Hunter
8473,Kenneth Ware
8474,James Mitchell
8475,J.B. Pick
8476,Sidney J. Furie
8477,William Stair
8478,John Boorman
8479,Federico De Urrutia
8480,Jesse Hill Ford
8481,Mirko Kovac
8482,Krsto Papic
8483,Thomas Berger
8484,Charles Eastman
8485,Mario Alabiso
8486,Janusz Majewski
8487,Gordon D. Shirreffs
8488,Jimmy Wang Yu
8489,Groupe Dziga Vertov
8490,Joseph Bologna
8491,Renée Taylor
8492,J.M. Ryan
8493,Ching Kang Yao
8494,Richard Hooker
8495,Franco Verucci
8496,Kyu Fujiki
8497,Ichirô Miyagawa
8498,Leo J. McMahon
8499,Edward Chappell
8500,Miklós Mészöly
8501,Robert T. Westbrook
8502,Anne Tromelin
8503,Simone Ratel
8504,Antonio Fos
8505,Dorothy M. Johnson
8506,Vic Morrow
8507,Frank Kowalski
8508,Chris Bryant
8509,Mary Davis
8510,Martha Peters
8511,Sidney Shelley
8512,Edward Simpson
8513,Arthur H. Lewis
8514,Biagio Proietti
8515,Don Joslyn
8516,Pierre Dumayet
8517,Joel Lieber
8518,Catherine Drinker Bowen
8519,Edward Grierson
8520,Roger Fritz
8521,Jürgen Knop
8522,Eduard Fiker
8523,Josef Mach
8524,Ian Jones
8525,Sean Forestal
8526,Larry Beinhart
8527,Louis Pastore
8528,Juan José Alonso Millán
8529,Hans Munkel
8530,Guy Casaril
8531,Mikhail Bogin
8532,Yuriy Chulyukin
8533,Michael Verhoeven
8534,Suzanne Schiffman
8535,Bill Manhoff
8536,Jacques Boigelot
8537,Marie Gevers
8538,Alfredo Medori
8539,Anthony Greville-Bell
8540,Jeremy Craig Dryden
8541,Bob Booker
8542,George Foster
8543,Roger O. Hirson
8544,Fred Ladd
8545,Georg Büchner
8546,Dev Anand
8547,Ilya Frez
8548,Sofya Prokofyeva
8549,Paul Wheeler
8550,Jerry Schatzberg
8551,Gabriel Walsh
8552,Mario Colucci
8553,John Updike
8554,E. Nesbit
8555,Lionel Jeffries
8556,Martin B. Cohen
8557,Michael Kars
8558,Andrzej Barszczynski
8559,Manuel Martínez Remís
8560,John Cleese
8561,Jan Halldoff
8562,Kazimierz Kutz
8563,Tony Benedict
8564,Günther Hunold
8565,Kurt Seelmann
8566,Martin Locke
8567,John Eliot
8568,Vladimir Valutskiy
8569,F.N. Spelling
8570,Edoardo Mulargia
8571,John T. Dugan
8572,Gottfried Kolditz
8573,Carlos Rasch
8574,Jon Lennart Mjøen
8575,Theodore V. Olsen
8576,Harry Kressing
8577,Homer Curran
8578,Milton Lazarus
8579,Fred Freeman
8580,Lawrence J. Cohen
8581,Henry Miller
8582,Jens Jørgen Thorsen
8583,James Kunen
8584,Israel Horovitz
8585,William Rotsler
8586,Don Spencer
8587,Wim Wenders
8588,Hal Captain
8589,Pierre Roustang
8590,D. Delj
8591,Imre Keszi
8592,George Lucas
8593,Aleksandr Rejzhevsky
8594,Yuri Tomin
8595,Marjorie Kellogg
8596,Terence Frisby
8597,Eloy Herrera Santos
8598,Garrie Bateson
8599,Betty Botley
8600,Pere Portabella
8601,Serif Gören
8602,Yilmaz Güney
8603,Harald Vock
8604,Angus Hall
8605,Ota Hofman
8606,Harry Fine
8607,José Luis Madrid
8608,Alan Plater
8609,Robert Stone
8610,Rachel Maddux
8611,George Bluestone
8612,Michael Fengler
8613,Wilhelm Lichtenberg
8614,J.G. Ballard
8615,Robert Klane
8616,Gerald Gardner
8617,Dee Caruso
8618,Rustam Ibragimbekov
8619,Allen Kahn
8620,Larry Kramer
8621,Joseph Zucchero
8622,Hiroshi Nagano
8623,Takayuki Yamada
8624,Robert Enders
8625,Shun'ichi Kobayashi
8626,Ted Key
8627,Frank Zappa
8628,Tony Palmer
8629,Carlos D'Oliveira
8630,Fernando Lopes
8631,James Whiton
8632,William Goldstein
8633,Mario Gariazzo
8634,Ferdinando Poggi
8635,Antonio de Lara
8636,Gábor Bódy
8637,José Luis Navarro
8638,Arabinda Mukhopadhyay
8639,Hrishikesh Mukherjee
8640,Mario De Rosa
8641,Gaetano Dell'Era
8642,Graham Chapman
8643,Javed Akhtar
8644,Lawrence Sanders
8645,Michael Crichton
8646,Jonathan Demme
8647,Joe Viola
8648,Peter Handke
8649,Ernest Hotch
8650,Stamatis Filippoulis
8651,Ignacio F. Iquino
8652,Morihisa Yamamoto
8653,Rafael Vara
8654,Francisco Ibáñez
8655,Hamdi Degirmencioglu
8656,John Durren
8657,Yabo Yablonsky
8658,Lila Garrett
8659,Lloyd Kaufman
8660,Ted Berman
8661,Nino Latino
8662,Rita M. Fink
8663,Tom Laughlin
8664,Delores Taylor
8665,Luigi Angelo
8666,Carlo Croccolo
8667,Juliusz Slowacki
8668,Mike Leigh
8669,N.I.P. Dennis
8670,Robert Wynne-Simmons
8671,Piers Haggard
8672,Wim Verstappen
8673,Charles Gormley
8674,Claude Faraldo
8675,David Scott Milton
8676,Jacques Pecheral
8677,Ken Russell
8678,Sandy Wilson
8679,Ante Babaja
8680,Slavko Kolar
8681,Charles L. Philippe
8682,Stanley Z. Cherry
8683,Coslough Johnson
8684,Barbara Peeters
8685,Janice Elliott
8686,Wilton Denmark
8687,Ralph Luce
8688,Manik Bandopadhaya
8689,Samaresh Basu
8690,Jean Jourdheuil
8691,Juan Miguel Lamet
8692,Jules Feiffer
8693,Leonard Kirtman
8694,Scot Finch
8695,Wes Bishop
8696,Pierre Granier-Deferre
8697,Gerald Wilson
8698,Paul D'Ales
8699,Michael Haynes
8700,David Neibel
8701,Ronald Buck
8702,Jack Gross Jr.
8703,William Price Fox
8704,Manuel Marinero
8705,Marion Hart
8706,Libero Bigiaretti
8707,Bob Kelljan
8708,Ted Hooker
8709,Tom Parkinson
8710,David Odell
8711,Michael Brett
8712,Anthony Shaffer
8713,Graham Billing
8714,Jimmy Perry
8715,Sadegh Hedayat
8716,Konstantin Sedykh
8717,Benedetto Benedetti
8718,William H. James
8719,Paula Fox
8720,Emilio Sanna
8721,Sture Sjöstedt
8722,Pete Hamill
8723,Frank Slaughter
8724,Ricardo López Aranda
8725,Isai Kuznetsov
8726,Avenir Zak
8727,William Pugsley
8728,Samuel M. Sherman
8729,Kang Chien Chiu
8730,Frank Nesbitt
8731,Floyd Mutrux
8732,Frank Lauria
8733,Eliza Nimmo
8734,Enrico Zuccarini
8735,Jesus Maria Elorietta
8736,Mark Thomas McGee
8737,Jack Woods
8738,Mila Vitelli Valenza
8739,Chris Warfield
8740,Corey Allen
8741,Günther Heller
8742,John Baldwin
8743,Alexis Damianos
8744,Tony Forsberg
8745,Gustav Wiklund
8746,Gianfranco Clerici
8747,Francesco Campitelli
8748,Ken Metcalfe
8749,Cirio H. Santiago
8750,Larry Kent
8751,Edward Stewart
8752,Ralph Nelson
8753,Danièle Thompson
8754,Hans Scherfig
8755,Erik Thygesen
8756,John Herbert
8757,Ernest Tidyman
8758,José Bénazéraf
8759,Michel Lemoine
8760,Jimmy Breslin
8761,Mike Hodges
8762,Ted Lewis
8763,Don Schain
8764,David McDonald Devine
8765,Lorenzo Mans
8766,Rudy Wurlitzer
8767,Enzo Barboni
8768,L.P. Hartley
8769,Yoshimitsu Banno
8770,Leon Griffiths
8771,Gulzar
8772,Lewis Davidson
8773,Edward Spencer Shew
8774,Giulio Berruti
8775,Corrado Farina
8776,Kurt Vonnegut Jr.
8777,Colin Higgins
8778,José Fernández del Villar
8779,Kent Bateman
8780,Alan Sharp
8781,Ann Cawthorne
8782,Ferd Sebastian
8783,Peter Weir
8784,Piers Davies
8785,Piero Chiara
8786,Will Chaney
8787,Gunard Solberg
8788,Don Knotts
8789,Edward Montagne
8790,David E. Durston
8791,Pierre Daigneault
8792,Jacques Godbout
8793,Richard Caron
8794,Francis Veber
8795,Kendal Young
8796,Yasuko Miyazaki
8797,Shûgorô Yamamoto
8798,Ashish Burman
8799,Cliff Robertson
8800,Gary Cartwright
8801,Roger L. Simon
8802,Myra Coppel
8803,Richard Weber
8804,Norm Prescott
8805,Paul Alexander
8806,Marquis de Sade
8807,Huguette Boisvert
8808,Akira Miyazaki
8809,Lev Kassil
8810,Peter Brook
8811,Andy Lewis
8812,David E. Lewis
8813,Aleksandr Chervinsky
8814,Katharine Topkins
8815,Alexander de Callier
8816,Dick Randall
8817,I. Fang Yeh
8818,Bertrand Blier
8819,Larry McMurtry
8820,John D. Hancock
8821,Lee Kalcheim
8822,Tom Rowe
8823,Fermín Sandoval
8824,Peter Marshall
8825,Jacqueline Susann
8826,Barry Shear
8827,Bob Larbey
8828,John Esmonde
8829,Aldo Lado
8830,Rüdiger von Spies
8831,Pierre Richard
8832,Luis G. de Blain
8833,Charles Webb
8834,Roch Carrier
8835,Vitomil Zupan
8836,Edmund Naughton
8837,Alan Parker
8838,Fred Mustard Stewart
8839,Indra Mitra
8840,Jaime de Armiñán
8841,Roberto Leoni
8842,Magda Reypens
8843,Clément Perron
8844,Mahnahén Velasco
8845,Rosalind Russell
8846,Dorothy Gilman
8847,Hermína Franková
8848,Miguel Madrid
8849,Elaine May
8850,Jack Ritchie
8851,Robert K. Massie
8852,Joy Cowley
8853,Fabio Pittorru
8854,Massimo Felisatti
8855,Trevor Preston
8856,Andrea Bianchi
8857,Masaru Takesue
8858,Aldo Marcovecchio
8859,Leo Anchóriz
8860,Antonio Saguera
8861,Kirill Rapoport
8862,Boris Vasilev
8863,José María Forqué
8864,John William Corrington
8865,Joyce Hooper Corrington
8866,Ronald Wolfe
8867,Ronald Chesney
8868,Aleksandr Solzhenitsyn
8869,Kenneth Cook
8870,Giovanna Gagliardo
8871,Guido Leoni
8872,Aman
8873,James Mills
8874,Joan Didion
8875,Michael Berk
8876,Diana Maddox
8877,Nino Manfredi
8878,Raymond Hitchcock
8879,Terence Feely
8880,Beatrix Potter
8881,Richard Goodwin
8882,Jaroslav Havlícek
8883,James Bidgood
8884,Lazar Stojanovic
8885,Pierre-Claude Garnier
8886,Patrice Rhomm
8887,Ernest A. Charles
8888,Harry Nilsson
8889,Carole Beers
8890,Matt Robinson
8891,Harvey Flaxman
8892,Albert T. Viola
8893,Eva Koslerová
8894,Harry Hurwitz
8895,Eduard Volodarskiy
8896,Thomas Rogers
8897,Jon Boothe
8898,Marie-Ange Aniès
8899,Jean Nemours
8900,Geoffrey Chaucer
8901,Bahram Beizai
8902,Giuseppe Zaccariello
8903,Richard Bradford
8904,Julien Gracq
8905,Tom Rolf
8906,Yvonne Wilder
8907,Alessandro Schirò
8908,Maurice Cury
8909,Ken Globus
8910,Nicola Badalucco
8911,David Opatoshu
8912,Joseph Opatoshu
8913,Pierre Drouot
8914,Harry Kümel
8915,Fabrizio Onofri
8916,Giuliano Montaldo
8917,Henry Jaglom
8918,John Berger
8919,Parviz Sayyad
8920,Jorge Amado
8921,Richard Winckler
8922,Alvin Rakoff
8923,Peter King
8924,John Landis
8925,Rosemary Davies
8926,Philip Saville
8927,Mani Shankar Mukherjee
8928,Eloy de la Iglesia
8929,Richard Warren Lewis
8930,Iris Murdoch
8931,Tanya Scheer
8932,Joe Darion
8933,Will James
8934,Shûsaku Endô
8935,Deric Washburn
8936,Michael Cimino
8937,Bruno Di Geronimo
8938,Laird Koenig
8939,Denne Bart Petitclerc
8940,Mervyn Nelson
8941,Barbara Rhodes
8942,Nicolas Gessner
8943,Ken Kesey
8944,Arnold Margolin
8945,Jim Parker
8946,Irvin Faust
8947,Paul Sylbert
8948,Howard Avedis
8949,David Williamson
8950,Dag Molin
8951,Lois Gould
8952,Edward Hume
8953,Penelope Gilliatt
8954,Tibor Déry
8955,Zoltán Huszárik
8956,Gyula Krúdy
8957,Peter Hyams
8958,John Guare
8959,William Spier
8960,Erich Tomek
8961,Nelson Lyon
8962,Paul André
8963,Asimakis Gialamas
8964,Dinos Katsouridis
8965,Werner Schroeter
8966,Sean S. Cunningham
8967,Alejandro Jodorowsky
8968,Richard Aubrey
8969,Ronald Víctor García
8970,Fausto Tozzi
8971,Edith Hamilton
8972,Joseph Roth
8973,Johannes Schaaf
8974,Andrzej Zulawski
8975,Miroslaw Zulawski
8976,Will Corry
8977,Larisa Shepitko
8978,Giles Cooper
8979,Rolf Ulrich
8980,Reinhold Brandes
8981,Jan Troell
8982,Ana Marija Car
8983,David Rayfiel
8984,Malcolm Hart
8985,Maurice Jules
8986,Stephen Collins
8987,Pierre Chevalier
8988,Jean-Pierre Blanc
8989,Barbara Loden
8990,Albert Mol
8991,Gerard Soeteman
8992,Tom Eck
8993,Klaus E.R. von Schwarze
8994,David M. Kaufman
8995,Michel Levesque
8996,John O'Toole
8997,Calvin Clements Jr.
8998,Paul Savage
8999,Richard Kanter
9000,Sal Comstock
9001,Stephen Gilbert
9002,James H. Watkins
9003,David Osterhout
9004,Mickey Knox
9005,Sun Liu
9006,Naomi A. Hintze
9007,Terry Anderson
9008,Philip Austin
9009,Peter Bergman
9010,Arthur Rowe
9011,Donald Churchill
9012,Nico Ducci
9013,Nadine Trintignant
9014,Sherman Edwards
9015,Wally Ferris
9016,Spike Milligan
9017,Johnny Byrne
9018,Robert Birch
9019,Bruce Beresford
9020,Barry Humphries
9021,Claude Bernard-Aubert
9022,Fredric Hobbs
9023,William Sterling
9024,Antonia Barber
